time,congestion,avg_wait,throughput,signal_state
32.43,2,7.1877,0,NS_PRIORITY
32.45,2,7.1962,0,NS_PRIORITY
32.47,2,7.2047,0,NS_PRIORITY
32.48,2,7.2127,0,NS_PRIORITY
32.5,2,7.2207,0,NS_PRIORITY
32.52,2,7.2287,0,NS_PRIORITY
32.53,2,7.2367,0,NS_PRIORITY
32.55,2,7.2457,0,NS_PRIORITY
32.57,2,7.2537,0,NS_PRIORITY
32.58,2,7.2617,0,NS_PRIORITY
32.6,2,7.2697,0,NS_PRIORITY
32.62,2,7.2777,0,NS_PRIORITY
32.63,2,7.2862,0,NS_PRIORITY
32.65,2,7.2947,0,NS_PRIORITY
32.67,3,7.3027,0,NS_PRIORITY
32.68,3,7.3107,0,NS_PRIORITY
32.7,3,7.3187,0,NS_PRIORITY
32.72,3,7.3267,0,NS_PRIORITY
32.73,3,7.3352,0,NS_PRIORITY
32.75,3,7.3432,0,NS_PRIORITY
32.77,3,7.3512,0,NS_PRIORITY
32.78,3,7.3602,0,NS_PRIORITY
32.8,3,7.3687,0,NS_PRIORITY
32.82,3,7.3767,0,NS_PRIORITY
32.83,3,7.3852,0,NS_PRIORITY
32.85,3,7.3947,0,NS_PRIORITY
32.87,3,7.4027,0,NS_PRIORITY
32.88,3,7.4107,0,NS_PRIORITY
32.9,3,7.4187,0,NS_PRIORITY
32.92,3,7.4267,0,NS_PRIORITY
32.93,3,7.4352,0,NS_PRIORITY
32.95,3,7.4432,0,NS_PRIORITY
32.97,3,7.4517,60,NS_PRIORITY
32.98,3,6.8463,0,NS_PRIORITY
33.0,3,6.8548,0,NS_PRIORITY
33.02,3,6.8633,0,NS_PRIORITY
33.03,3,6.8713,0,NS_PRIORITY
33.05,3,6.8793,0,NS_PRIORITY
33.07,3,6.8873,0,NS_PRIORITY
33.08,3,6.8953,0,NS_PRIORITY
33.1,3,6.9038,0,NS_PRIORITY
33.12,3,6.9123,0,NS_PRIORITY
33.13,3,6.9203,0,NS_PRIORITY
33.15,3,6.9283,0,NS_PRIORITY
33.17,3,6.9368,0,NS_PRIORITY
33.18,3,6.9453,0,NS_PRIORITY
33.2,3,6.9538,0,NS_PRIORITY
33.22,3,6.9618,0,NS_PRIORITY
33.23,3,6.9698,0,NS_PRIORITY
33.25,3,6.9793,0,NS_PRIORITY
33.27,3,6.9873,0,NS_PRIORITY
33.28,3,6.9953,0,NS_PRIORITY
33.3,3,7.0033,0,NS_PRIORITY
33.32,3,7.0118,0,NS_PRIORITY
33.33,2,7.0208,0,NS_PRIORITY
33.35,2,7.0288,0,NS_PRIORITY
33.37,2,7.0368,0,NS_PRIORITY
33.38,2,7.0448,0,NS_PRIORITY
33.4,2,7.0528,0,NS_PRIORITY
33.42,2,7.0608,0,NS_PRIORITY
33.43,2,7.0693,0,NS_PRIORITY
33.45,2,7.0778,0,NS_PRIORITY
33.47,2,7.0858,0,NS_PRIORITY
33.48,2,7.0938,0,NS_PRIORITY
33.5,2,7.1018,0,NS_PRIORITY
33.52,2,7.1103,0,NS_PRIORITY
33.53,2,7.1183,0,NS_PRIORITY
33.55,2,7.1263,0,NS_PRIORITY
33.57,2,7.1343,0,NS_PRIORITY
33.58,2,7.1428,0,NS_PRIORITY
33.6,2,7.1508,0,NS_PRIORITY
33.62,2,7.1588,0,NS_PRIORITY
33.63,2,7.1678,0,NS_PRIORITY
33.65,2,7.1763,0,NS_PRIORITY
33.67,2,7.1843,0,NS_PRIORITY
33.68,2,7.1928,0,NS_PRIORITY
33.7,2,7.2013,0,NS_PRIORITY
33.72,2,7.2093,0,NS_PRIORITY
33.73,2,7.2173,0,NS_PRIORITY
33.75,2,7.2258,0,NS_PRIORITY
33.77,2,7.2338,0,NS_PRIORITY
33.78,2,7.2418,0,NS_PRIORITY
33.8,2,7.2498,0,NS_PRIORITY
33.82,2,7.2583,0,NS_PRIORITY
33.83,2,7.2663,0,NS_PRIORITY
33.85,2,7.2748,0,NS_PRIORITY
33.87,2,7.2843,0,NS_PRIORITY
33.88,2,7.2948,0,NS_PRIORITY
33.9,2,7.3038,0,NS_PRIORITY
33.92,2,7.3123,0,NS_PRIORITY
33.93,2,7.3213,0,NS_PRIORITY
33.95,2,7.3298,0,NS_PRIORITY
33.97,2,7.3383,0,NS_PRIORITY
33.98,2,7.3463,0,NS_PRIORITY
34.0,2,7.3543,0,NS_PRIORITY
34.02,2,7.3623,0,NS_PRIORITY
34.03,2,7.3708,0,NS_PRIORITY
34.05,2,7.3793,0,NS_PRIORITY
34.07,2,7.3873,0,NS_PRIORITY
34.08,2,7.3958,0,NS_PRIORITY
34.1,2,7.4043,0,NS_PRIORITY
34.12,2,7.4128,0,NS_PRIORITY
34.13,2,7.4208,0,NS_PRIORITY
34.15,2,7.4288,0,NS_PRIORITY
34.17,2,7.4368,0,NS_PRIORITY
34.18,2,7.4458,0,NS_PRIORITY
34.2,2,7.4543,0,NS_PRIORITY
34.22,2,7.4628,0,NS_PRIORITY
34.23,2,7.4708,0,NS_PRIORITY
34.25,2,7.4788,0,NS_PRIORITY
34.27,2,7.4868,0,NS_PRIORITY
34.28,2,7.4953,0,NS_PRIORITY
34.3,2,7.5038,0,NS_PRIORITY
34.32,2,7.5118,0,NS_PRIORITY
34.33,2,7.5198,0,NS_PRIORITY
34.35,2,7.5278,0,NS_PRIORITY
34.37,2,7.5363,0,NS_PRIORITY
34.38,2,7.5443,0,NS_PRIORITY
34.4,2,7.5523,0,NS_PRIORITY
34.42,2,7.5603,0,NS_PRIORITY
34.43,2,7.5683,0,NS_PRIORITY
34.45,2,7.5763,0,NS_PRIORITY
34.47,2,7.5843,0,NS_PRIORITY
34.48,2,7.5923,0,NS_PRIORITY
34.5,2,7.6008,0,NS_PRIORITY
34.52,2,7.6088,0,NS_PRIORITY
34.53,2,7.6178,0,NS_PRIORITY
34.55,2,7.6263,0,NS_PRIORITY
34.57,2,7.6353,0,NS_PRIORITY
34.58,2,7.6433,0,NS_PRIORITY
34.6,2,7.6513,0,NS_PRIORITY
34.62,2,7.6598,0,NS_PRIORITY
34.63,2,7.6683,0,NS_PRIORITY
34.65,2,7.6768,0,NS_PRIORITY
34.67,2,7.6848,0,NS_PRIORITY
34.68,2,7.6928,0,NS_PRIORITY
34.7,2,7.7013,0,NS_PRIORITY
34.72,2,7.7098,0,NS_PRIORITY
34.73,3,7.7178,0,NS_PRIORITY
34.75,3,7.7263,0,NS_PRIORITY
34.77,3,7.7343,0,NS_PRIORITY
34.78,3,7.7423,0,NS_PRIORITY
34.8,3,7.7503,0,NS_PRIORITY
34.82,3,7.7588,0,NS_PRIORITY
34.83,3,7.7678,0,NS_PRIORITY
34.85,3,7.7758,0,NS_PRIORITY
34.87,3,7.7855,0,NS_PRIORITY
34.88,3,7.7947,0,NS_PRIORITY
34.9,3,7.8044,0,NS_PRIORITY
34.92,3,7.8141,0,NS_PRIORITY
34.93,3,7.8232,0,NS_PRIORITY
34.95,3,7.8324,0,NS_PRIORITY
34.97,3,7.8421,0,NS_PRIORITY
34.98,3,7.8518,0,NS_PRIORITY
35.0,3,7.8609,0,NS_PRIORITY
35.02,4,7.8707,0,NS_PRIORITY
35.03,4,7.8804,0,NS_PRIORITY
35.05,4,7.8901,0,NS_PRIORITY
35.07,4,7.8992,0,NS_PRIORITY
35.08,4,7.9089,0,NS_PRIORITY
35.1,4,7.9187,0,NS_PRIORITY
35.12,4,7.9278,0,NS_PRIORITY
35.13,4,7.9369,0,NS_PRIORITY
35.15,4,7.9467,0,NS_PRIORITY
35.17,4,7.9552,0,NS_PRIORITY
35.18,4,7.9632,0,NS_PRIORITY
35.2,4,7.9717,0,NS_PRIORITY
35.22,4,7.9797,0,NS_PRIORITY
35.23,4,7.9882,0,NS_PRIORITY
35.25,4,7.9962,0,NS_PRIORITY
35.27,4,8.0042,0,NS_PRIORITY
35.28,4,8.0127,0,NS_PRIORITY
35.3,4,8.0212,0,NS_PRIORITY
35.32,4,8.0292,0,NS_PRIORITY
35.33,4,8.0372,0,NS_PRIORITY
35.35,4,8.0457,0,NS_PRIORITY
35.37,4,8.0542,0,NS_PRIORITY
35.38,4,8.0627,0,NS_PRIORITY
35.4,4,8.0712,0,NS_PRIORITY
35.42,4,8.0792,0,NS_PRIORITY
35.43,5,8.0872,0,NS_PRIORITY
35.45,5,8.0952,0,NS_PRIORITY
35.47,5,8.1032,0,NS_PRIORITY
35.48,5,8.1117,0,NS_PRIORITY
35.5,5,8.1202,0,NS_PRIORITY
35.52,5,8.1282,0,NS_PRIORITY
35.53,5,8.1362,0,NS_PRIORITY
35.55,5,8.1447,0,NS_PRIORITY
35.57,5,8.1527,0,NS_PRIORITY
35.58,5,8.1607,0,NS_PRIORITY
35.6,5,8.1687,0,NS_PRIORITY
35.62,5,8.1767,0,NS_PRIORITY
35.63,5,8.1847,0,NS_PRIORITY
35.65,5,8.1927,0,NS_PRIORITY
35.67,5,8.2007,0,NS_PRIORITY
35.68,5,8.2087,0,NS_PRIORITY
35.7,5,8.2172,0,NS_PRIORITY
35.72,5,8.2257,0,NS_PRIORITY
35.73,4,8.2342,0,NS_PRIORITY
35.75,4,8.2437,0,NS_PRIORITY
35.77,4,8.2517,0,NS_PRIORITY
35.78,4,8.2597,60,NS_PRIORITY
35.8,4,7.6169,0,NS_PRIORITY
35.82,4,7.6249,0,NS_PRIORITY
35.83,4,7.6334,0,NS_PRIORITY
35.85,4,7.6419,0,NS_PRIORITY
35.87,4,7.6514,0,NS_PRIORITY
35.88,4,7.6599,0,NS_PRIORITY
35.9,4,7.6679,0,NS_PRIORITY
35.92,3,7.6759,0,NS_PRIORITY
35.93,3,7.6839,0,NS_PRIORITY
35.95,3,7.6919,0,NS_PRIORITY
35.97,3,7.6999,0,NS_PRIORITY
35.98,3,7.7084,0,NS_PRIORITY
36.0,3,7.7164,0,NS_PRIORITY
36.02,3,7.7244,0,NS_PRIORITY
36.03,3,7.7324,0,NS_PRIORITY
36.05,3,7.7404,0,NS_PRIORITY
36.07,3,7.7484,0,NS_PRIORITY
36.08,3,7.7569,0,NS_PRIORITY
36.1,3,7.7649,0,NS_PRIORITY
36.12,3,7.7729,0,NS_PRIORITY
36.13,3,7.7809,0,NS_PRIORITY
36.15,2,7.7889,0,NS_PRIORITY
36.17,2,7.7969,0,NS_PRIORITY
36.18,2,7.8054,0,NS_PRIORITY
36.2,2,7.8134,0,NS_PRIORITY
36.22,2,7.8224,0,NS_PRIORITY
36.23,2,7.8304,0,NS_PRIORITY
36.25,2,7.8389,0,NS_PRIORITY
36.27,2,7.8474,0,NS_PRIORITY
36.28,2,7.8554,0,NS_PRIORITY
36.3,2,7.8634,0,NS_PRIORITY
36.32,2,7.8719,0,NS_PRIORITY
36.33,2,7.8799,0,NS_PRIORITY
36.35,2,7.8884,0,NS_PRIORITY
36.37,2,7.8969,0,NS_PRIORITY
36.38,2,7.9054,0,NS_PRIORITY
36.4,2,7.9139,0,NS_PRIORITY
36.42,2,7.9219,0,NS_PRIORITY
36.43,2,7.9304,0,NS_PRIORITY
36.45,2,7.9384,0,NS_PRIORITY
36.47,2,7.9469,0,NS_PRIORITY
36.48,2,7.9549,0,NS_PRIORITY
36.5,2,7.9634,0,NS_PRIORITY
36.52,2,7.9714,0,NS_PRIORITY
36.53,2,7.9794,0,NS_PRIORITY
36.55,2,7.9874,0,NS_PRIORITY
36.57,2,7.9954,0,NS_PRIORITY
36.58,2,8.0039,0,NS_PRIORITY
36.6,2,8.0124,0,NS_PRIORITY
36.62,2,8.0209,0,NS_PRIORITY
36.63,2,8.0294,0,NS_PRIORITY
36.65,2,8.0374,0,NS_PRIORITY
36.67,2,8.0459,0,NS_PRIORITY
36.68,1,8.0539,0,NS_PRIORITY
36.7,1,8.0619,0,NS_PRIORITY
36.72,1,8.0704,0,NS_PRIORITY
36.73,1,8.0784,0,NS_PRIORITY
36.75,1,8.0864,0,NS_PRIORITY
36.77,1,8.0949,0,NS_PRIORITY
36.78,1,8.1029,0,NS_PRIORITY
36.8,1,8.1109,0,NS_PRIORITY
36.82,1,8.1189,0,NS_PRIORITY
36.83,1,8.1274,0,NS_PRIORITY
36.85,1,8.1359,0,NS_PRIORITY
36.87,1,8.1444,0,NS_PRIORITY
36.88,1,8.1524,0,NS_PRIORITY
36.9,1,8.1604,0,NS_PRIORITY
36.92,1,8.1689,0,NS_PRIORITY
36.93,1,8.1779,0,NS_PRIORITY
36.95,1,8.1859,0,NS_PRIORITY
36.97,1,8.1944,0,NS_PRIORITY
36.98,1,8.2024,0,NS_PRIORITY
37.0,1,8.2104,0,NS_PRIORITY
37.02,1,8.2194,0,NS_PRIORITY
37.03,1,8.2274,0,NS_PRIORITY
37.05,1,8.2354,0,NS_PRIORITY
37.07,1,8.2439,0,NS_PRIORITY
37.08,1,8.2524,0,NS_PRIORITY
37.1,1,8.2604,0,NS_PRIORITY
37.12,1,8.2684,0,NS_PRIORITY
37.13,1,8.2764,0,NS_PRIORITY
37.15,1,8.2844,0,NS_PRIORITY
37.17,1,8.2924,0,NS_PRIORITY
37.18,1,8.3024,0,NS_PRIORITY
37.2,1,8.3109,0,NS_PRIORITY
37.22,1,8.3189,0,NS_PRIORITY
37.23,1,8.3279,0,NS_PRIORITY
37.25,1,8.3369,0,NS_PRIORITY
37.27,1,8.3454,0,NS_PRIORITY
37.28,1,8.3539,0,NS_PRIORITY
37.3,1,8.3619,0,NS_PRIORITY
37.32,1,8.3699,0,NS_PRIORITY
37.33,1,8.3784,0,NS_PRIORITY
37.35,1,8.3864,0,NS_PRIORITY
37.37,1,8.3949,0,NS_PRIORITY
37.38,1,8.4034,0,NS_PRIORITY
37.4,1,8.4119,0,NS_PRIORITY
37.42,1,8.4204,0,NS_PRIORITY
37.43,1,8.4289,0,NS_PRIORITY
37.45,1,8.4369,0,NS_PRIORITY
37.47,1,8.4454,0,NS_PRIORITY
37.48,1,8.4534,0,NS_PRIORITY
37.5,1,8.4619,60,NS_PRIORITY
37.52,1,7.7489,0,NS_PRIORITY
37.53,1,7.7569,0,NS_PRIORITY
37.55,1,7.7654,0,NS_PRIORITY
37.57,1,7.7734,0,NS_PRIORITY
37.58,1,7.7819,0,NS_PRIORITY
37.6,1,7.7899,0,NS_PRIORITY
37.62,1,7.7984,0,NS_PRIORITY
37.63,1,7.8069,0,NS_PRIORITY
37.65,1,7.8149,0,NS_PRIORITY
37.67,1,7.8229,0,NS_PRIORITY
37.68,1,7.8314,0,NS_PRIORITY
37.7,1,7.8394,0,NS_PRIORITY
37.72,1,7.8474,0,NS_PRIORITY
37.73,1,7.8554,0,NS_PRIORITY
37.75,1,7.8634,0,NS_PRIORITY
37.77,1,7.8719,0,NS_PRIORITY
37.78,1,7.8804,0,NS_PRIORITY
37.8,1,7.8884,0,NS_PRIORITY
37.82,1,7.8964,0,NS_PRIORITY
37.83,1,7.9054,0,NS_PRIORITY
37.85,1,7.9134,0,NS_PRIORITY
37.87,1,7.9219,0,NS_PRIORITY
37.88,1,7.9314,0,NS_PRIORITY
37.9,1,7.9399,0,NS_PRIORITY
37.92,1,7.9479,0,NS_PRIORITY
37.93,1,7.9559,0,NS_PRIORITY
37.95,1,7.9639,60,NS_PRIORITY
37.97,1,7.9729,0,NS_PRIORITY
37.98,1,7.9809,0,NS_PRIORITY
38.0,1,7.9889,0,NS_PRIORITY
38.02,1,7.9974,0,NS_PRIORITY
38.03,1,8.0059,0,NS_PRIORITY
38.05,1,8.0139,0,NS_PRIORITY
38.07,1,8.0219,0,NS_PRIORITY
38.08,1,8.0299,0,NS_PRIORITY
38.1,1,8.0379,0,NS_PRIORITY
38.12,1,8.0459,0,NS_PRIORITY
38.13,1,8.0539,0,NS_PRIORITY
38.15,1,8.0624,0,NS_PRIORITY
38.17,1,8.0704,0,NS_PRIORITY
38.18,1,8.0784,0,NS_PRIORITY
38.2,1,8.0864,0,NS_PRIORITY
38.22,1,8.0944,0,NS_PRIORITY
38.23,1,8.1024,0,NS_PRIORITY
38.25,1,8.1114,0,NS_PRIORITY
38.27,1,8.1194,0,NS_PRIORITY
38.28,1,8.1279,0,NS_PRIORITY
38.3,1,8.1364,0,NS_PRIORITY
38.32,1,8.1444,0,NS_PRIORITY
38.33,1,8.1524,0,NS_PRIORITY
38.35,1,8.1609,0,NS_PRIORITY
38.37,1,8.1689,0,NS_PRIORITY
38.38,1,8.1769,0,NS_PRIORITY
38.4,1,8.1854,0,NS_PRIORITY
38.42,1,8.1934,0,NS_PRIORITY
38.43,1,8.2014,0,NS_PRIORITY
38.45,1,8.2094,0,NS_PRIORITY
38.47,1,8.2179,0,NS_PRIORITY
38.48,1,8.2264,0,NS_PRIORITY
38.5,1,8.2344,0,NS_PRIORITY
38.52,1,8.2424,0,NS_PRIORITY
38.53,1,8.2509,0,NS_PRIORITY
38.55,1,8.2589,0,NS_PRIORITY
38.57,1,8.2669,0,NS_PRIORITY
38.58,1,8.2749,0,NS_PRIORITY
38.6,1,8.2834,0,NS_PRIORITY
38.62,1,8.2919,0,NS_PRIORITY
38.63,1,8.2999,0,NS_PRIORITY
38.65,1,8.3084,0,NS_PRIORITY
38.67,1,8.3174,0,NS_PRIORITY
38.68,1,8.3264,0,NS_PRIORITY
38.7,1,8.3344,0,NS_PRIORITY
38.72,1,8.3424,0,NS_PRIORITY
38.73,1,8.3504,0,NS_PRIORITY
38.75,1,8.3584,0,NS_PRIORITY
38.77,1,8.3669,0,NS_PRIORITY
38.78,1,8.3754,0,NS_PRIORITY
38.8,1,8.3839,0,NS_PRIORITY
38.82,1,8.3924,0,NS_PRIORITY
38.83,1,8.4004,0,NS_PRIORITY
38.85,1,8.4084,0,NS_PRIORITY
38.87,1,8.4169,0,NS_PRIORITY
38.88,1,8.4249,0,NS_PRIORITY
38.9,1,8.4329,0,NS_PRIORITY
38.92,1,8.4409,0,NS_PRIORITY
38.93,1,8.4489,0,NS_PRIORITY
38.95,1,8.4569,0,NS_PRIORITY
38.97,1,8.4649,0,NS_PRIORITY
38.98,1,8.4729,0,NS_PRIORITY
39.0,1,8.4809,0,NS_PRIORITY
39.02,1,8.4894,0,NS_PRIORITY
39.03,1,8.4974,0,NS_PRIORITY
39.05,1,8.5059,0,NS_PRIORITY
39.07,1,8.5154,0,NS_PRIORITY
39.08,1,8.5234,0,NS_PRIORITY
39.1,1,8.5314,0,NS_PRIORITY
39.12,1,8.5394,0,NS_PRIORITY
39.13,1,8.5474,0,NS_PRIORITY
39.15,1,8.5554,0,NS_PRIORITY
39.17,1,8.5634,0,NS_PRIORITY
39.18,1,8.5719,0,NS_PRIORITY
39.2,1,8.5804,0,NS_PRIORITY
39.22,1,8.5889,0,NS_PRIORITY
39.23,1,8.5969,0,NS_PRIORITY
39.25,1,8.6059,0,NS_PRIORITY
39.27,1,8.6154,0,NS_PRIORITY
39.28,1,8.6244,0,NS_PRIORITY
39.3,1,8.6324,0,NS_PRIORITY
39.32,1,8.6404,0,NS_PRIORITY
39.33,1,8.6484,0,NS_PRIORITY
39.35,1,8.6564,0,NS_PRIORITY
39.37,1,8.6649,0,NS_PRIORITY
39.38,1,8.6739,0,NS_PRIORITY
39.4,1,8.6824,0,NS_PRIORITY
39.42,1,8.6909,0,NS_PRIORITY
39.43,1,8.6989,0,NS_PRIORITY
39.45,1,8.7074,0,NS_PRIORITY
39.47,1,8.7159,60,NS_PRIORITY
39.48,1,8.7244,0,NS_PRIORITY
39.5,1,8.7329,0,NS_PRIORITY
39.52,1,8.7414,0,NS_PRIORITY
39.53,1,8.7499,0,NS_PRIORITY
39.55,1,8.7579,0,NS_PRIORITY
39.57,1,8.7664,0,NS_PRIORITY
39.58,1,8.7749,0,NS_PRIORITY
39.6,1,8.7829,0,NS_PRIORITY
39.62,1,8.7914,0,NS_PRIORITY
39.63,1,8.7994,0,NS_PRIORITY
39.65,1,8.8079,0,NS_PRIORITY
39.67,1,8.8159,0,NS_PRIORITY
39.68,1,8.8244,0,NS_PRIORITY
39.7,1,8.8329,0,NS_PRIORITY
39.72,1,8.8414,0,NS_PRIORITY
39.73,1,8.8499,0,NS_PRIORITY
39.75,1,8.8584,0,NS_PRIORITY
39.77,1,8.8674,0,NS_PRIORITY
39.78,1,8.8754,0,NS_PRIORITY
39.8,1,8.8834,0,NS_PRIORITY
39.82,1,8.8924,0,NS_PRIORITY
39.83,1,8.9009,0,NS_PRIORITY
39.85,1,8.9094,0,NS_PRIORITY
39.87,1,8.9179,0,NS_PRIORITY
39.88,1,8.9274,0,NS_PRIORITY
39.9,1,8.9354,0,NS_PRIORITY
39.92,1,8.9439,0,NS_PRIORITY
39.93,1,8.9529,0,NS_PRIORITY
39.95,1,8.9619,0,NS_PRIORITY
39.97,1,8.9699,0,NS_PRIORITY
39.98,0,8.977,0,NS_PRIORITY
40.0,0,8.9846,0,NS_PRIORITY
40.02,0,8.9922,0,NS_PRIORITY
40.03,0,8.9993,0,NS_PRIORITY
40.05,0,9.0064,0,NS_PRIORITY
40.07,0,9.0139,0,NS_PRIORITY
40.08,0,9.0215,0,NS_PRIORITY
40.1,0,9.029,0,NS_PRIORITY
40.12,0,9.0366,0,NS_PRIORITY
40.13,0,9.0442,0,NS_PRIORITY
40.15,0,9.0513,0,NS_PRIORITY
40.17,0,9.0584,0,NS_PRIORITY
40.18,0,9.0655,0,NS_PRIORITY
40.2,0,9.0726,0,NS_PRIORITY
40.22,0,9.0797,0,NS_PRIORITY
40.23,1,9.0882,0,NS_PRIORITY
40.25,2,9.0977,0,NS_PRIORITY
40.27,2,9.1067,0,NS_PRIORITY
40.28,2,9.1152,0,NS_PRIORITY
40.3,2,9.1237,0,NS_PRIORITY
40.32,2,9.1317,0,NS_PRIORITY
40.33,2,9.1402,0,NS_PRIORITY
40.35,2,9.1482,0,NS_PRIORITY
40.37,2,9.1562,0,NS_PRIORITY
40.38,2,9.1647,0,NS_PRIORITY
40.4,2,9.1727,0,NS_PRIORITY
40.42,2,9.1807,0,NS_PRIORITY
40.43,2,9.1887,0,NS_PRIORITY
40.45,2,9.1967,0,NS_PRIORITY
40.47,2,9.2047,0,NS_PRIORITY
40.48,2,9.2132,0,NS_PRIORITY
40.5,2,9.2212,0,NS_PRIORITY
40.52,2,9.2297,60,NS_PRIORITY
40.53,2,8.5985,0,NS_PRIORITY
40.55,2,8.607,0,NS_PRIORITY
40.57,2,8.615,0,NS_PRIORITY
40.58,2,8.6235,0,NS_PRIORITY
40.6,2,8.632,0,NS_PRIORITY
40.62,2,8.64,0,NS_PRIORITY
40.63,2,8.6485,0,NS_PRIORITY
40.65,2,8.657,0,NS_PRIORITY
40.67,2,8.6655,0,NS_PRIORITY
40.68,2,8.6735,0,NS_PRIORITY
40.7,2,8.682,0,NS_PRIORITY
40.72,2,8.69,0,NS_PRIORITY
40.73,2,8.698,0,NS_PRIORITY
40.75,2,8.706,0,NS_PRIORITY
40.77,2,8.7145,0,NS_PRIORITY
40.78,2,8.723,0,NS_PRIORITY
40.8,2,8.7315,0,NS_PRIORITY
40.82,2,8.7395,0,NS_PRIORITY
40.83,2,8.748,0,NS_PRIORITY
40.85,2,8.7565,0,NS_PRIORITY
40.87,2,8.7645,0,NS_PRIORITY
40.88,2,8.773,0,NS_PRIORITY
40.9,2,8.7815,0,NS_PRIORITY
40.92,1,8.7895,0,NS_PRIORITY
40.93,1,8.7985,0,NS_PRIORITY
40.95,1,8.8065,0,NS_PRIORITY
40.97,1,8.8145,0,NS_PRIORITY
40.98,1,8.823,0,NS_PRIORITY
41.0,1,8.8315,0,NS_PRIORITY
41.02,1,8.84,0,NS_PRIORITY
41.03,1,8.8485,0,NS_PRIORITY
41.05,1,8.8565,0,NS_PRIORITY
41.07,1,8.865,0,NS_PRIORITY
41.08,1,8.874,0,NS_PRIORITY
41.1,2,8.882,0,NS_YELLOW
41.12,2,8.89,0,NS_YELLOW
41.13,2,8.8985,0,NS_YELLOW
41.15,1,8.9075,0,NS_YELLOW
41.17,1,8.9084,0,NS_YELLOW
41.18,1,8.9093,0,NS_YELLOW
41.2,1,8.9093,0,NS_YELLOW
41.22,1,8.9093,0,NS_YELLOW
41.23,1,8.9093,0,NS_YELLOW
41.25,1,8.9093,0,NS_YELLOW
41.27,1,8.9093,0,NS_YELLOW
41.28,1,8.9093,0,NS_YELLOW
41.3,1,8.9093,0,NS_YELLOW
41.32,1,8.9093,0,NS_YELLOW
41.33,1,8.9093,0,NS_YELLOW
41.35,1,8.9093,0,NS_YELLOW
41.37,1,8.9093,60,NS_YELLOW
41.38,1,7.3539,0,NS_YELLOW
41.4,1,7.3539,0,NS_YELLOW
41.42,1,7.3539,0,NS_YELLOW
41.43,1,7.3539,0,NS_YELLOW
41.45,1,7.3539,0,NS_YELLOW
41.47,1,7.3539,0,NS_YELLOW
41.48,1,7.3539,60,NS_YELLOW
41.5,1,6.6332,0,NS_YELLOW
41.52,1,6.6332,0,NS_YELLOW
41.53,1,6.6332,0,NS_YELLOW
41.55,1,6.6332,0,NS_YELLOW
41.57,1,6.6332,0,NS_YELLOW
41.58,1,6.6343,0,NS_YELLOW
41.6,1,6.6355,0,NS_YELLOW
41.62,1,6.6367,0,NS_YELLOW
41.63,1,6.6379,0,NS_YELLOW
41.65,1,6.6391,0,NS_YELLOW
41.67,1,6.6404,0,NS_YELLOW
41.68,1,6.6415,0,NS_YELLOW
41.7,1,6.6427,0,NS_YELLOW
41.72,1,6.644,0,NS_YELLOW
41.73,1,6.6453,0,NS_YELLOW
41.75,1,6.6465,0,EW_PRIORITY
41.77,1,6.6477,0,EW_PRIORITY
41.78,1,6.649,0,EW_PRIORITY
41.8,1,6.6502,0,EW_PRIORITY
41.82,1,6.6514,0,EW_PRIORITY
41.83,1,6.6527,0,EW_PRIORITY
41.85,1,6.6539,0,EW_PRIORITY
41.87,1,6.6552,0,EW_PRIORITY
41.88,2,6.6565,0,EW_PRIORITY
41.9,3,6.6587,0,EW_PRIORITY
41.92,3,6.6598,0,EW_PRIORITY
41.93,3,6.6612,0,EW_PRIORITY
41.95,3,6.6623,0,EW_PRIORITY
41.97,3,6.6635,0,EW_PRIORITY
41.98,3,6.6669,0,EW_PRIORITY
42.0,3,6.6703,0,EW_PRIORITY
42.02,3,6.6738,0,EW_PRIORITY
42.03,3,6.6774,0,EW_PRIORITY
42.05,3,6.682,0,EW_PRIORITY
42.07,3,6.6868,0,EW_PRIORITY
42.08,4,6.6933,0,EW_PRIORITY
42.1,4,6.6993,0,EW_PRIORITY
42.12,4,6.7054,0,EW_PRIORITY
42.13,4,6.7111,0,EW_PRIORITY
42.15,4,6.7179,0,EW_PRIORITY
42.17,4,6.7243,0,EW_PRIORITY
42.18,4,6.7304,0,EW_PRIORITY
42.2,4,6.7361,0,EW_PRIORITY
42.22,4,6.7422,0,EW_PRIORITY
42.23,4,6.749,0,EW_PRIORITY
42.25,4,6.7558,0,EW_PRIORITY
42.27,4,6.7625,0,EW_PRIORITY
42.28,4,6.769,0,EW_PRIORITY
42.3,4,6.775,0,EW_PRIORITY
42.32,4,6.7815,0,EW_PRIORITY
42.33,4,6.7875,0,EW_PRIORITY
42.35,4,6.794,0,EW_PRIORITY
42.37,4,6.8,0,EW_PRIORITY
42.38,4,6.8058,0,EW_PRIORITY
42.4,4,6.8115,0,EW_PRIORITY
42.42,4,6.8172,0,EW_PRIORITY
42.43,4,6.8233,0,EW_PRIORITY
42.45,4,6.8293,0,EW_PRIORITY
42.47,4,6.8354,0,EW_PRIORITY
42.48,4,6.8415,60,EW_PRIORITY
42.5,4,6.1757,60,EW_PRIORITY
42.52,5,4.5858,0,EW_PRIORITY
42.53,5,4.5919,0,EW_PRIORITY
42.55,5,4.598,0,EW_PRIORITY
42.57,5,4.6044,0,EW_PRIORITY
42.58,5,4.6105,0,EW_PRIORITY
