time,congestion,avg_wait,throughput,signal_state
42.6,5,4.6165,0,EW_PRIORITY
42.62,4,4.6223,0,EW_PRIORITY
42.63,4,4.6308,0,EW_PRIORITY
42.65,4,4.6383,0,EW_PRIORITY
42.67,4,4.6444,0,EW_PRIORITY
42.68,4,4.6508,60,EW_PRIORITY
42.7,4,3.9805,0,EW_PRIORITY
42.72,4,3.9869,0,EW_PRIORITY
42.73,4,3.993,0,EW_PRIORITY
42.75,4,3.9987,0,EW_PRIORITY
42.77,4,4.0047,0,EW_PRIORITY
42.78,4,4.0115,0,EW_PRIORITY
42.8,4,4.0172,0,EW_PRIORITY
42.82,4,4.0233,0,EW_PRIORITY
42.83,4,4.0294,0,EW_PRIORITY
42.85,4,4.0362,0,EW_PRIORITY
42.87,4,4.0431,0,EW_PRIORITY
42.88,4,4.05,0,EW_PRIORITY
42.9,4,4.0568,0,EW_PRIORITY
42.92,4,4.0641,0,EW_PRIORITY
42.93,4,4.071,0,EW_PRIORITY
42.95,4,4.0782,0,EW_PRIORITY
42.97,4,4.0864,0,EW_PRIORITY
42.98,4,4.0937,0,EW_PRIORITY
43.0,4,4.1005,0,EW_PRIORITY
43.02,4,4.1088,0,EW_PRIORITY
43.03,4,4.117,0,EW_PRIORITY
43.05,4,4.1257,0,EW_PRIORITY
43.07,4,4.1344,0,EW_PRIORITY
43.08,4,4.1422,0,EW_PRIORITY
43.1,4,4.1499,0,EW_PRIORITY
43.12,4,4.1577,0,EW_PRIORITY
43.13,4,4.1659,0,EW_PRIORITY
43.15,4,4.1732,0,EW_PRIORITY
